key,year,bin,id,dom_ec,rank,power,group
385,2022,11,OOP,0.0843054520482796,6,0.91569454795172,2
386,2022,11,POO,0.110081079615108,7,0.889918920384892,2
387,2022,11,OBB,0.137713008452945,8,0.862286991547055,2
388,2022,11,BBO,0.149748330886725,9,0.850251669113275,2
389,2022,11,OGO,0.15642161742107,10,0.84357838257893,2
390,2022,11,PPP,0.174429264437997,11,0.825570735562003,2
391,2022,12,GOO,0.0482361245779622,2,0.951763875422038,2
392,2022,12,GPG,0.0484586552761699,3,0.95154134472383,2
393,2022,12,GGG,0.0638721220887527,4,0.936127877911247,2
394,2022,12,GOP,0.0657322159023811,5,0.934267784097619,2
395,2022,12,OOP,0.0868635614372668,6,0.913136438562733,2
396,2022,12,BBO,0.11160378139448,7,0.88839621860552,2
397,2022,12,OBB,0.126065821860076,8,0.873934178139924,2
398,2022,12,POO,0.12827012045884,9,0.87172987954116,2
399,2022,12,PPP,0.149704060226393,10,0.850295939773607,2
400,2022,12,OGO,0.171193536777678,11,0.828806463222322,2
401,2022,13,GOO,0.0228279365769857,1,0.977172063423014,2
402,2022,13,GPG,0.0229876605263377,2,0.977012339473662,2
403,2022,13,GOP,0.0268840630037404,3,0.97311593699626,2
404,2022,13,GGG,0.0279112624026513,4,0.972088737597349,2
405,2022,13,OOP,0.0337069066923307,5,0.966293093307669,2
406,2022,13,BBO,0.0507083260369561,6,0.949291673963044,2
407,2022,13,PPP,0.08627941289526,7,0.91372058710474,2
408,2022,13,OBB,0.128867744012682,8,0.871132255987318,2
409,2022,13,OGO,0.138583579162408,9,0.861416420837592,2
410,2022,13,POO,0.179503077590332,10,0.820496922409668,2
411,2022,13,PBP,0.281740031100316,11,0.718259968899684,2
412,2022,14,GOO,0.0345959385861797,1,0.96540406141382,2
413,2022,14,GPG,0.0393645288759175,2,0.960635471124083,2
414,2022,14,GGG,0.0429864568970268,3,0.957013543102973,2
415,2022,14,GOP,0.0450970793599913,4,0.954902920640009,2
416,2022,14,OOP,0.0606228797239863,5,0.939377120276014,2
417,2022,14,BBO,0.0909978163478692,6,0.909002183652131,2
418,2022,14,OBB,0.110016098948412,7,0.889983901051588,2
419,2022,14,OGO,0.135780195304177,8,0.864219804695823,2
420,2022,14,POO,0.14092861581308,9,0.85907138418692,2
421,2022,14,PBP,0.143130095843892,10,0.856869904156108,2
422,2022,14,PPP,0.156480294299469,11,0.843519705700531,2
423,2022,15,OOP,0.0656717109386991,2,0.934328289061301,2
424,2022,15,OBB,0.0736465364081241,3,0.926353463591876,2
425,2022,15,PPP,0.0865158576008457,4,0.913484142399154,2
426,2022,15,GOP,0.0888011736769145,5,0.911198826323085,2
427,2022,15,BBO,0.097960225753012,6,0.902039774246988,2
428,2022,15,GGG,0.0991242692213603,7,0.90087573077864,2
429,2022,15,OGO,0.0994937422933286,8,0.900506257706671,2
430,2022,15,GPG,0.107423534556383,9,0.892576465443617,2
431,2022,15,POO,0.131817990660848,10,0.868182009339152,2
432,2022,15,PBP,0.149544958890485,11,0.850455041109515,2
433,2022,16,OOP,0.0536022282533946,2,0.946397771746605,2
434,2022,16,GOP,0.0541869301740308,3,0.945813069825969,2
435,2022,16,GGG,0.0802147427716837,4,0.919785257228316,2
436,2022,16,BBO,0.08604633205456,5,0.91395366794544,2
437,2022,16,PBP,0.0926676890825978,6,0.907332310917402,2
438,2022,16,OBB,0.100883706849125,7,0.899116293150874,2
439,2022,16,POO,0.115527569745402,8,0.884472430254598,2
440,2022,16,GPG,0.126792394893197,9,0.873207605106803,2
