"","actor","subject","bin","n.aggXbin"
"2433","POO","GGO",3,1
"2434","POO","GGO",5,1
"2435","POO","GGO",8,23
"2436","POO","GGO",9,14
"2437","POO","GGO",10,4
"2438","POO","GOO",5,1
"2439","POO","GOO",6,1
"2440","POO","GOO",12,1
"2441","POO","GOP",0,18
"2442","POO","GOP",1,6
"2443","POO","GOP",2,8
"2444","POO","GOP",3,16
"2445","POO","GOP",4,8
"2446","POO","GOP",5,11
"2447","POO","GOP",6,12
"2448","POO","GOP",7,24
"2449","POO","GOP",8,11
"2450","POO","GOP",9,5
"2451","POO","GOP",10,5
"2452","POO","GOP",11,5
"2453","POO","GOP",12,15
"2454","POO","GOP",13,3
"2455","POO","GPG",0,1
"2456","POO","GPG",1,1
"2457","POO","GPG",4,1
"2458","POO","GPG",8,20
"2459","POO","OBB",0,2
"2460","POO","OBB",1,1
"2461","POO","OBB",2,1
"2462","POO","OBB",5,1
"2463","POO","OBB",9,1
"2464","POO","OBB",12,1
"2465","POO","OBB",13,1
"2466","POO","OGO",0,1
"2467","POO","OGO",1,3
"2468","POO","OGO",7,1
"2469","POO","OGO",8,2
"2470","POO","OGO",9,2
"2471","POO","OGO",10,1
"2472","POO","OOO",0,11
"2473","POO","OOO",1,7
"2474","POO","OOO",2,17
"2475","POO","OOO",3,17
"2476","POO","OOO",4,14
"2477","POO","OOO",5,7
"2478","POO","OOO",6,6
"2479","POO","OOO",7,4
"2480","POO","OOO",8,9
"2481","POO","OOO",9,36
"2482","POO","OOO",10,11
"2483","POO","OOO",11,17
"2484","POO","OOO",12,9
"2485","POO","OOO",13,10
"2486","POO","OOP",0,1
"2487","POO","OOP",1,1
"2488","POO","OOP",2,4
"2489","POO","OOP",3,5
"2490","POO","OOP",4,24
"2491","POO","OOP",5,3
"2492","POO","OOP",6,15
"2493","POO","OOP",7,27
"2494","POO","OOP",8,21
"2495","POO","OOP",9,14
"2496","POO","OOP",10,10
"2497","POO","OOP",11,11
"2498","POO","OOP",12,8
"2499","POO","OPP",0,45
"2500","POO","OPP",1,34
"2501","POO","OPP",3,1
"2502","POO","OPP",4,1
"2503","POO","OPP",8,1
"2504","POO","OPP",12,70
"2505","POO","OPP",13,35
"2506","POO","PBB",0,11
"2507","POO","PBB",1,11
"2508","POO","PBB",2,8
"2509","POO","PBB",3,15
"2510","POO","PBB",4,11
"2511","POO","PBB",5,6
"2512","POO","PBB",6,5
"2513","POO","PBB",7,8
"2514","POO","PBB",8,5
"2515","POO","PBB",9,7
"2516","POO","PBB",10,7
"2517","POO","PBB",11,19
"2518","POO","PBB",12,6
"2519","POO","PBB",13,12
"2520","POO","PBO",4,1
"2521","POO","PBO",5,3
"2522","POO","PBO",11,1
"2523","POO","PBO",13,1
"2524","POO","PGG",0,21
"2525","POO","PGG",1,10
"2526","POO","PGG",2,10
"2527","POO","PGG",3,22
"2528","POO","PGG",4,6
"2529","POO","PGG",5,11
"2530","POO","PGG",6,5
"2531","POO","PGG",7,9
"2532","POO","PGG",8,5
"2533","POO","PGG",9,19
"2534","POO","PGG",10,13
"2535","POO","PGG",11,20
"2536","POO","PGG",12,17
"2537","POO","PGG",13,5
"2538","POO","POP",3,2
"2539","POO","PPB",1,1
"2540","POO","PPB",2,2
"2541","POO","PPB",3,1
"2542","POO","PPB",4,2
"2543","POO","PPB",5,2
"2544","POO","PPB",7,1
"2545","POO","PPB",8,2
"2546","POO","PPB",9,3
"2547","POO","PPB",13,1
"2548","POO","PPO",0,10
"2549","POO","PPO",1,10
"2550","POO","PPO",2,8
"2551","POO","PPO",3,10
"2552","POO","PPO",4,12
"2553","POO","PPO",5,7
"2554","POO","PPO",6,5
"2555","POO","PPO",7,8
"2556","POO","PPO",8,9
"2557","POO","PPO",9,11
"2558","POO","PPO",10,6
"2559","POO","PPO",11,17
"2560","POO","PPO",12,23
"2561","POO","PPO",13,4
"2562","POO","PPP",0,11
"2563","POO","PPP",1,7
"2564","POO","PPP",2,9
"2565","POO","PPP",3,7
"2566","POO","PPP",4,7
"2567","POO","PPP",5,10
"2568","POO","PPP",6,13
"2569","POO","PPP",7,18
"2570","POO","PPP",8,10
"2571","POO","PPP",9,4
"2572","POO","PPP",10,6
"2573","POO","PPP",11,11
"2574","POO","PPP",12,11
"2575","POO","PPP",13,3
"2576","POP","BBB",4,26
"2577","POP","BBB",5,6
"2578","POP","BBB",6,25
"2579","POP","BBB",7,12
"2580","POP","BBB",8,11
"2581","POP","BBB",9,17
"2582","POP","BBB",10,23
"2583","POP","BBB",11,37
"2584","POP","BBB",12,22
"2585","POP","BBB",13,11
"2586","POP","BOB",0,24
"2587","POP","BOB",1,28
"2588","POP","BOB",2,20
"2589","POP","BOB",3,1
"2590","POP","BOB",5,1
"2591","POP","BOB",6,1
"2592","POP","BOB",8,1
"2593","POP","BOB",12,2
"2594","POP","GGG",0,1
"2595","POP","GGG",1,5
"2596","POP","GGG",2,34
"2597","POP","GGG",3,1
"2598","POP","GGG",4,10
"2599","POP","GGG",5,3
"2600","POP","GGG",6,12
"2601","POP","GGG",7,8
"2602","POP","GGG",8,4
"2603","POP","GGG",9,2
"2604","POP","GGG",10,2
"2605","POP","GGG",11,4
"2606","POP","GGG",12,6
"2607","POP","GGG",13,1
"2608","POP","GGO",0,5
"2609","POP","GGO",1,5
"2610","POP","GGO",2,10
"2611","POP","GGO",6,1
"2612","POP","GGO",8,16
"2613","POP","GGO",9,22
"2614","POP","GGO",13,1
"2615","POP","GOO",0,8
"2616","POP","GOO",1,11
"2617","POP","GOO",2,13
"2618","POP","GOO",3,19
"2619","POP","GOO",4,18
"2620","POP","GOO",5,10
"2621","POP","GOO",6,5
"2622","POP","GOO",7,6
"2623","POP","GOO",8,9
"2624","POP","GOO",9,6
"2625","POP","GOO",10,4
"2626","POP","GOO",11,8
"2627","POP","GOO",12,13
"2628","POP","GOO",13,4
"2629","POP","GOP",0,4
"2630","POP","GOP",1,11
"2631","POP","GOP",2,1
"2632","POP","GOP",3,5
"2633","POP","GOP",4,4
"2634","POP","GOP",5,1
"2635","POP","GOP",6,1
"2636","POP","GOP",7,1
"2637","POP","GOP",10,2
"2638","POP","GOP",11,3
"2639","POP","GOP",13,1
"2640","POP","GPG",0,6
"2641","POP","GPG",1,7
"2642","POP","GPG",2,2
"2643","POP","GPG",8,11
"2644","POP","GPG",9,11
"2645","POP","OBB",0,12
"2646","POP","OBB",1,19
"2647","POP","OBB",2,2
"2648","POP","OBB",3,1
"2649","POP","OBB",4,1
"2650","POP","OBB",7,1
"2651","POP","OGO",0,10
"2652","POP","OGO",1,3
"2653","POP","OGO",4,1
"2654","POP","OGO",5,1
"2655","POP","OGO",9,1
"2656","POP","OGO",12,1
"2657","POP","OOO",0,15
"2658","POP","OOO",1,11
"2659","POP","OOO",2,10
"2660","POP","OOO",3,13
"2661","POP","OOO",4,9
"2662","POP","OOO",5,3
"2663","POP","OOO",6,4
"2664","POP","OOO",7,6
"2665","POP","OOO",8,9
"2666","POP","OOO",9,9
"2667","POP","OOO",10,4
"2668","POP","OOO",11,8
"2669","POP","OOO",12,6
"2670","POP","OOO",13,7
"2671","POP","OOP",0,9
"2672","POP","OOP",1,7
"2673","POP","OOP",2,8
"2674","POP","OOP",3,8
"2675","POP","OOP",4,7
"2676","POP","OOP",5,7
"2677","POP","OOP",6,2
"2678","POP","OOP",7,7
"2679","POP","OOP",8,2
"2680","POP","OOP",9,12
"2681","POP","OOP",10,4
"2682","POP","OOP",11,3
"2683","POP","OOP",12,2
"2684","POP","OOP",13,2
"2685","POP","OPP",0,20
"2686","POP","OPP",1,5
"2687","POP","OPP",2,3
"2688","POP","OPP",3,1
"2689","POP","OPP",4,1
"2690","POP","OPP",8,1
"2691","POP","OPP",12,8
"2692","POP","OPP",13,1
"2693","POP","PBB",0,7
"2694","POP","PBB",1,7
"2695","POP","PBB",2,3
"2696","POP","PBB",3,4
"2697","POP","PBB",4,7
"2698","POP","PBB",5,5
"2699","POP","PBB",6,5
"2700","POP","PBB",7,3
"2701","POP","PBB",8,4
"2702","POP","PBB",9,3
"2703","POP","PBB",10,1
"2704","POP","PBB",11,6
"2705","POP","PBB",12,4
"2706","POP","PBO",0,10
"2707","POP","PBO",1,12
"2708","POP","PBO",2,17
"2709","POP","PBO",3,18
"2710","POP","PBO",4,8
"2711","POP","PBO",5,8
"2712","POP","PBO",6,6
"2713","POP","PBO",7,1
"2714","POP","PBO",8,6
"2715","POP","PBO",9,8
"2716","POP","PBO",10,4
"2717","POP","PBO",11,19
"2718","POP","PBO",12,17
"2719","POP","PBO",13,4
"2720","POP","PGG",0,6
"2721","POP","PGG",1,12
"2722","POP","PGG",2,69
"2723","POP","PGG",3,7
"2724","POP","PGG",4,27
"2725","POP","PGG",5,5
"2726","POP","PGG",6,21
"2727","POP","PGG",7,11
"2728","POP","PGG",8,1
"2729","POP","PGG",9,5
"2730","POP","PGG",10,6
"2731","POP","PGG",11,6
"2732","POP","PGG",12,2
"2733","POP","PGG",13,9
"2734","POP","POO",0,40
"2735","POP","POO",1,32
"2736","POP","POO",2,22
"2737","POP","POO",3,22
"2738","POP","POO",4,38
"2739","POP","POO",5,33
"2740","POP","POO",6,28
"2741","POP","POO",7,20
"2742","POP","POO",8,6
"2743","POP","POO",9,13
"2744","POP","POO",10,10
"2745","POP","POO",11,14
"2746","POP","POO",12,6
"2747","POP","POO",13,10
"2748","POP","PPB",0,49
"2749","POP","PPB",1,31
"2750","POP","PPB",2,50
"2751","POP","PPB",3,23
"2752","POP","PPB",4,32
"2753","POP","PPB",5,104
"2754","POP","PPB",6,72
"2755","POP","PPB",7,55
"2756","POP","PPB",8,80
"2757","POP","PPB",9,24
"2758","POP","PPB",10,41
"2759","POP","PPB",11,36
"2760","POP","PPB",12,20
"2761","POP","PPB",13,29
"2762","POP","PPO",0,2
"2763","POP","PPO",1,5
"2764","POP","PPO",2,62
"2765","POP","PPO",3,5
"2766","POP","PPO",4,18
"2767","POP","PPO",5,3
"2768","POP","PPO",6,22
"2769","POP","PPO",7,15
"2770","POP","PPO",8,4
"2771","POP","PPO",9,5
"2772","POP","PPO",10,7
"2773","POP","PPO",11,13
"2774","POP","PPO",12,4
"2775","POP","PPO",13,7
"2776","POP","PPP",0,10
"2777","POP","PPP",1,3
"2778","POP","PPP",2,10
"2779","POP","PPP",3,2
"2780","POP","PPP",4,4
"2781","POP","PPP",6,4
"2782","POP","PPP",9,3
"2783","POP","PPP",11,1
"2784","POP","PPP",12,2
"2785","PPB","BBB",4,22
"2786","PPB","BBB",5,1
"2787","PPB","BBB",11,1
"2788","PPB","BOB",0,7
"2789","PPB","BOB",1,4
"2790","PPB","BOB",2,1
"2791","PPB","BOB",3,2
"2792","PPB","BOB",4,2
"2793","PPB","BOB",5,3
"2794","PPB","BOB",6,1
"2795","PPB","BOB",7,1
"2796","PPB","BOB",9,1
"2797","PPB","BOB",11,1
"2798","PPB","GGG",0,15
"2799","PPB","GGG",1,9
"2800","PPB","GGG",2,14
"2801","PPB","GGG",3,14
"2802","PPB","GGG",4,7
"2803","PPB","GGG",5,5
"2804","PPB","GGG",6,8
"2805","PPB","GGG",7,9
"2806","PPB","GGG",8,9
"2807","PPB","GGG",9,19
"2808","PPB","GGG",10,7
"2809","PPB","GGG",11,14
"2810","PPB","GGG",12,15
"2811","PPB","GGG",13,3
"2812","PPB","GGO",5,1
"2813","PPB","GGO",7,33
"2814","PPB","GGO",8,21
"2815","PPB","GGO",9,26
"2816","PPB","GGO",10,16
"2817","PPB","GGO",11,3
"2818","PPB","GGO",12,4
"2819","PPB","GOO",1,1
"2820","PPB","GOO",2,1
"2821","PPB","GOO",7,2
"2822","PPB","GOO",9,1
"2823","PPB","GOO",11,1
"2824","PPB","GOO",12,1
"2825","PPB","GOP",0,9
"2826","PPB","GOP",1,14
"2827","PPB","GOP",2,6
"2828","PPB","GOP",3,12
"2829","PPB","GOP",4,1
"2830","PPB","GOP",5,8
"2831","PPB","GOP",6,9
"2832","PPB","GOP",7,21
"2833","PPB","GOP",8,12
"2834","PPB","GOP",9,9
"2835","PPB","GOP",10,7
"2836","PPB","GOP",11,7
"2837","PPB","GOP",12,8
"2838","PPB","GOP",13,4
"2839","PPB","GPG",3,1
"2840","PPB","GPG",4,1
"2841","PPB","GPG",8,29
"2842","PPB","GPG",9,22
"2843","PPB","GPG",10,1
"2844","PPB","OBB",1,1
"2845","PPB","OBB",9,1
"2846","PPB","OGO",4,1
"2847","PPB","OGO",5,1
"2848","PPB","OGO",10,1
"2849","PPB","OGO",11,1
"2850","PPB","OGO",13,1
"2851","PPB","OOO",0,9
"2852","PPB","OOO",1,9
"2853","PPB","OOO",2,22
"2854","PPB","OOO",3,10
"2855","PPB","OOO",4,10
"2856","PPB","OOO",5,8
"2857","PPB","OOO",6,6
"2858","PPB","OOO",7,21
"2859","PPB","OOO",8,5
"2860","PPB","OOO",9,15
"2861","PPB","OOO",10,4
"2862","PPB","OOO",11,18
"2863","PPB","OOO",12,6
"2864","PPB","OOO",13,13
"2865","PPB","OOP",1,2
"2866","PPB","OOP",2,6
"2867","PPB","OOP",3,2
"2868","PPB","OOP",4,96
"2869","PPB","OOP",5,31
"2870","PPB","OOP",6,15
"2871","PPB","OOP",7,24
"2872","PPB","OOP",8,17
"2873","PPB","OOP",9,26
"2874","PPB","OOP",10,9
"2875","PPB","OOP",11,11
"2876","PPB","OOP",12,4
"2877","PPB","OOP",13,5
"2878","PPB","OPP",0,7
"2879","PPB","OPP",1,4
"2880","PPB","OPP",3,1
"2881","PPB","OPP",8,1
"2882","PPB","OPP",12,16
"2883","PPB","OPP",13,2
"2884","PPB","PBB",0,16
"2885","PPB","PBB",1,9
"2886","PPB","PBB",2,20
"2887","PPB","PBB",3,14
"2888","PPB","PBB",4,15
"2889","PPB","PBB",5,3
"2890","PPB","PBB",6,6
"2891","PPB","PBB",7,21
"2892","PPB","PBB",8,13
"2893","PPB","PBB",9,9
"2894","PPB","PBB",10,3
"2895","PPB","PBB",11,30
"2896","PPB","PBB",12,10
"2897","PPB","PBB",13,19
"2898","PPB","PBO",7,1
"2899","PPB","PBO",8,1
"2900","PPB","PBO",11,1
"2901","PPB","PBO",12,1
"2902","PPB","PBO",13,1
"2903","PPB","PGG",0,16
"2904","PPB","PGG",1,13
"2905","PPB","PGG",2,9
"2906","PPB","PGG",3,18
"2907","PPB","PGG",4,7
"2908","PPB","PGG",5,16
"2909","PPB","PGG",6,7
"2910","PPB","PGG",7,10
"2911","PPB","PGG",8,7
"2912","PPB","PGG",9,15
"2913","PPB","PGG",10,5
"2914","PPB","PGG",11,21
"2915","PPB","PGG",12,13
"2916","PPB","PGG",13,7
"2917","PPB","POO",5,3
"2918","PPB","POO",6,6
"2919","PPB","POO",7,9
"2920","PPB","POO",8,1
"2921","PPB","POO",9,8
"2922","PPB","POO",10,2
"2923","PPB","POO",11,4
"2924","PPB","POO",12,2
"2925","PPB","POO",13,2
"2926","PPB","POP",1,1
"2927","PPB","POP",4,1
"2928","PPB","PPO",0,7
"2929","PPB","PPO",1,13
"2930","PPB","PPO",2,17
"2931","PPB","PPO",3,12
"2932","PPB","PPO",4,5
"2933","PPB","PPO",5,10
"2934","PPB","PPO",6,2
"2935","PPB","PPO",7,9
"2936","PPB","PPO",8,8
"2937","PPB","PPO",9,13
"2938","PPB","PPO",10,6
"2939","PPB","PPO",11,10
"2940","PPB","PPO",12,11
"2941","PPB","PPO",13,5
"2942","PPB","PPP",0,8
"2943","PPB","PPP",1,5
"2944","PPB","PPP",2,6
"2945","PPB","PPP",3,12
"2946","PPB","PPP",4,3
"2947","PPB","PPP",5,9
"2948","PPB","PPP",6,3
"2949","PPB","PPP",7,10
"2950","PPB","PPP",8,12
"2951","PPB","PPP",9,8
"2952","PPB","PPP",10,3
"2953","PPB","PPP",11,8
"2954","PPB","PPP",12,15
"2955","PPB","PPP",13,4
"2956","PPO","BBB",4,11
"2957","PPO","BBB",5,10
"2958","PPO","BBB",6,4
"2959","PPO","BBB",7,1
"2960","PPO","BOB",2,16
"2961","PPO","BOB",3,15
"2962","PPO","BOB",4,24
"2963","PPO","BOB",5,7
"2964","PPO","BOB",6,12
"2965","PPO","BOB",7,16
"2966","PPO","BOB",8,6
"2967","PPO","BOB",9,15
"2968","PPO","BOB",10,9
"2969","PPO","BOB",11,22
"2970","PPO","BOB",12,6
"2971","PPO","BOB",13,3
"2972","PPO","GGG",1,1
"2973","PPO","GGG",2,4
"2974","PPO","GGG",3,2
"2975","PPO","GGG",4,3
"2976","PPO","GGG",8,2
"2977","PPO","GGG",12,1
"2978","PPO","GGO",6,1
"2979","PPO","GGO",11,1
"2980","PPO","GOO",13,1
"2981","PPO","GOP",5,1
"2982","PPO","GOP",6,1
"2983","PPO","GPG",5,1
"2984","PPO","OBB",1,1
"2985","PPO","OBB",2,1
"2986","PPO","OBB",6,1
"2987","PPO","OGO",5,1
"2988","PPO","OGO",9,1
"2989","PPO","OOO",5,1
"2990","PPO","OOO",7,1
"2991","PPO","OOO",11,1
"2992","PPO","OOP",1,6
"2993","PPO","OOP",2,3
"2994","PPO","OOP",3,7
"2995","PPO","OOP",4,7
"2996","PPO","OOP",5,10
"2997","PPO","OOP",6,5
"2998","PPO","OOP",7,10
"2999","PPO","OOP",8,1
"3000","PPO","OOP",9,3
"3001","PPO","OOP",10,8
"3002","PPO","OOP",11,11
"3003","PPO","OOP",12,7
"3004","PPO","OOP",13,5
"3005","PPO","OPP",12,68
"3006","PPO","OPP",13,23
"3007","PPO","PBB",7,3
"3008","PPO","PBB",11,5
"3009","PPO","PBB",12,1
"3010","PPO","PBO",1,1
"3011","PPO","PBO",2,1
"3012","PPO","PGG",0,9
"3013","PPO","PGG",1,2
"3014","PPO","PGG",3,1
"3015","PPO","PGG",11,1
"3016","PPO","PGG",13,1
"3017","PPO","POO",1,1
"3018","PPO","POO",2,1
"3019","PPO","POP",10,1
"3020","PPO","POP",12,1
"3021","PPO","PPB",5,1
"3022","PPO","PPP",4,1
"3023","PPO","PPP",6,1
"3024","PPO","PPP",10,2
"3025","PPO","PPP",12,3
"3026","PPO","PPP",13,1
"3027","PPP","BBB",4,33
"3028","PPP","BBB",5,20
"3029","PPP","BBB",6,8
"3030","PPP","BBB",7,1
"3031","PPP","BBB",11,1
"3032","PPP","BBB",13,2
"3033","PPP","BOB",0,4
"3034","PPP","BOB",1,6
"3035","PPP","BOB",2,4
"3036","PPP","BOB",3,5
"3037","PPP","BOB",4,7
"3038","PPP","BOB",5,6
"3039","PPP","BOB",9,3
"3040","PPP","BOB",10,1
"3041","PPP","BOB",11,19
"3042","PPP","BOB",12,10
"3043","PPP","BOB",13,11
"3044","PPP","GGG",0,1
"3045","PPP","GGG",1,3
"3046","PPP","GGG",2,6
"3047","PPP","GGG",3,5
"3048","PPP","GGG",4,1
"3049","PPP","GGG",5,3
"3050","PPP","GGG",10,1
"3051","PPP","GGG",11,2
"3052","PPP","GGG",12,2
"3053","PPP","GGO",3,1
"3054","PPP","GGO",7,1
"3055","PPP","GGO",9,1
"3056","PPP","GOO",1,1
"3057","PPP","GOO",3,1
"3058","PPP","GOO",7,1
"3059","PPP","GOP",0,1
"3060","PPP","GOP",1,1
"3061","PPP","GOP",3,2
"3062","PPP","GOP",5,1
"3063","PPP","OBB",0,5
"3064","PPP","OBB",1,13
"3065","PPP","OBB",2,8
"3066","PPP","OBB",3,27
"3067","PPP","OBB",4,6
"3068","PPP","OBB",5,6
"3069","PPP","OBB",6,7
"3070","PPP","OBB",7,6
"3071","PPP","OBB",8,4
"3072","PPP","OBB",10,5
"3073","PPP","OBB",11,18
"3074","PPP","OBB",12,7
"3075","PPP","OBB",13,3
"3076","PPP","OGO",0,5
"3077","PPP","OGO",1,9
"3078","PPP","OGO",2,13
"3079","PPP","OGO",3,29
"3080","PPP","OGO",4,4
"3081","PPP","OGO",5,5
"3082","PPP","OGO",6,11
"3083","PPP","OGO",7,7
"3084","PPP","OGO",8,3
"3085","PPP","OGO",10,7
"3086","PPP","OGO",11,24
"3087","PPP","OGO",12,9
"3088","PPP","OGO",13,1
"3089","PPP","OOO",11,2
"3090","PPP","OOO",12,2
"3091","PPP","OOP",4,5
"3092","PPP","OPP",0,1
"3093","PPP","OPP",4,1
"3094","PPP","OPP",12,2
"3095","PPP","OPP",13,2
"3096","PPP","PBB",12,2
"3097","PPP","PBO",0,2
"3098","PPP","PBO",1,1
"3099","PPP","PBO",3,1
"3100","PPP","PBO",9,1
"3101","PPP","PGG",0,1
"3102","PPP","PGG",1,3
"3103","PPP","PGG",3,2
"3104","PPP","PGG",4,1
"3105","PPP","PGG",5,4
"3106","PPP","PGG",6,1
"3107","PPP","PGG",7,1
"3108","PPP","PGG",8,1
"3109","PPP","PGG",9,2
"3110","PPP","PGG",10,2
"3111","PPP","PGG",11,2
"3112","PPP","PGG",12,2
"3113","PPP","POO",1,1
"3114","PPP","POO",3,1
"3115","PPP","POO",4,1
"3116","PPP","POO",5,1
"3117","PPP","POO",13,1
"3118","PPP","POP",0,9
"3119","PPP","POP",1,2
"3120","PPP","POP",2,1
"3121","PPP","POP",3,19
"3122","PPP","POP",4,12
"3123","PPP","POP",5,7
"3124","PPP","POP",10,3
"3125","PPP","POP",11,11
"3126","PPP","POP",12,7
"3127","PPP","POP",13,5
"3128","PPP","PPB",3,1
"3129","PPP","PPB",7,1
"3130","PPP","PPO",0,2
"3131","PPP","PPO",1,9
"3132","PPP","PPO",2,5
"3133","PPP","PPO",3,6
"3134","PPP","PPO",4,4
"3135","PPP","PPO",5,5
"3136","PPP","PPO",6,4
"3137","PPP","PPO",11,3
"3138","PPP","PPO",12,1
"3139","PPP","PPO",13,2
